b,lmax,fitness_difference
0.00001,0.0,6.503988403405714e-8
0.00001,0.002004008016032064,6.497696850016332e-8
0.00001,0.004008016032064128,6.491405118991267e-8
0.00001,0.0060120240480961915,6.485113208942739e-8
0.00001,0.008016032064128256,6.478821135136315e-8
0.00001,0.01002004008016032,6.47252887953087e-8
0.00001,0.012024048096192383,6.46623645877975e-8
0.00001,0.014028056112224447,6.459943854841832e-8
0.00001,0.01603206412825651,6.453651078819345e-8
0.00001,0.018036072144288574,6.447358132100067e-8
0.00001,0.02004008016032064,6.441065017459557e-8
0.00001,0.022044088176352703,6.434771716856691e-8
0.00001,0.024048096192384766,6.428478252495928e-8
0.00001,0.026052104208416832,6.422184609111703e-8
0.00001,0.028056112224448895,6.41589079225513e-8
0.00001,0.03006012024048096,6.409596806089546e-8
0.00001,0.03206412825651302,6.403302643676057e-8
0.00001,0.03406813627254509,6.39700830779022e-8
0.00001,0.03607214428857715,6.390713801207593e-8
0.00001,0.038076152304609215,6.384419119764839e-8
0.00001,0.04008016032064128,6.37812426346196e-8
0.00001,0.04208416833667334,6.371829233686732e-8
0.00001,0.044088176352705406,6.365534033214715e-8
0.00001,0.04609218436873747,6.35923865927035e-8
0.00001,0.04809619238476953,6.35294310907808e-8
0.00001,0.0501002004008016,6.346647389576798e-8
0.00001,0.052104208416833664,6.340351496603169e-8
0.00001,0.05410821643286573,6.334055428769414e-8
0.00001,0.05611222444889779,6.327759187463311e-8
0.00001,0.058116232464929855,6.32146277268486e-8
0.00001,0.06012024048096192,6.315166188597399e-8
0.00001,0.06212424849699398,6.308869426874253e-8
0.00001,0.06412825651302605,6.302572494454317e-8
0.00001,0.06613226452905811,6.296275385786476e-8
0.00001,0.06813627254509018,6.289978107809624e-8
0.00001,0.07014028056112225,6.28368066052376e-8
0.00001,0.0721442885771543,6.277383035602213e-8
0.00001,0.07414829659318636,6.27108523582054e-8
0.00001,0.07615230460921843,6.264787266729854e-8
0.00001,0.0781563126252505,6.2584891255546e-8
0.00001,0.08016032064128256,6.252190806743663e-8
0.00001,0.08216432865731463,6.245892320011492e-8
0.00001,0.08416833667334668,6.239593657031417e-8
0.00001,0.08617234468937875,6.23329482474233e-8
0.00001,0.08817635270541081,6.226995816205338e-8
0.00001,0.09018036072144288,6.220696636971557e-8
0.00001,0.09218436873747494,6.214397285653206e-8
0.00001,0.09418837675350701,6.208097760862508e-8
0.00001,0.09619238476953906,6.201798061211683e-8
0.00001,0.09819639278557113,6.195498193639626e-8
0.00001,0.1002004008016032,6.189198152595221e-8
0.00001,0.10220440881763526,6.18289793669069e-8
0.00001,0.10420841683366733,6.176597550089369e-8
0.00001,0.1062124248496994,6.1702969900157e-8
0.00001,0.10821643286573146,6.16399626063302e-8
0.00001,0.11022044088176351,6.157695356390214e-8
