b,lmax,fitness_difference
0.00001,0.0,6.503988403405714e-8
0.00001,0.002004008016032064,6.501667521030541e-8
0.00001,0.004008016032064128,6.499346606736456e-8
0.00001,0.0060120240480961915,6.497025657747901e-8
0.00001,0.008016032064128256,6.494704679615992e-8
0.00001,0.01002004008016032,6.492383669565172e-8
0.00001,0.012024048096192383,6.490062630370996e-8
0.00001,0.014028056112224447,6.487741564809024e-8
0.00001,0.01603206412825651,6.485420461777025e-8
0.00001,0.018036072144288574,6.48309933098945e-8
0.00001,0.02004008016032064,6.480778169670742e-8
0.00001,0.022044088176352703,6.478456977820901e-8
0.00001,0.024048096192384766,6.476135754052148e-8
0.00001,0.026052104208416832,6.473814496976704e-8
0.00001,0.028056112224448895,6.471493216309021e-8
0.00001,0.03006012024048096,6.469171903722426e-8
0.00001,0.03206412825651302,6.46685055782914e-8
0.00001,0.03406813627254509,6.464529178629164e-8
0.00001,0.03607214428857715,6.462207771673611e-8
0.00001,0.038076152304609215,6.459886336962484e-8
0.00001,0.04008016032064128,6.457564866169108e-8
0.00001,0.04208416833667334,6.455243366232377e-8
0.00001,0.044088176352705406,6.452921837152292e-8
0.00001,0.04609218436873747,6.450600278928853e-8
0.00001,0.04809619238476953,6.448278684623165e-8
0.00001,0.0501002004008016,6.445957069500796e-8
0.00001,0.052104208416833664,6.443635418296179e-8
0.00001,0.05410821643286573,6.441313737948207e-8
0.00001,0.05611222444889779,6.438992022905765e-8
0.00001,0.058116232464929855,6.436670280107748e-8
0.00001,0.06012024048096192,6.434348508166376e-8
0.00001,0.06212424849699398,6.432026704306093e-8
0.00001,0.06412825651302605,6.429704869914676e-8
0.00001,0.06613226452905811,6.427383007767684e-8
0.00001,0.06813627254509018,6.425061106762886e-8
0.00001,0.07014028056112225,6.422739184941406e-8
0.00001,0.0721442885771543,6.420417227037678e-8
0.00001,0.07414829659318636,6.418095244153932e-8
0.00001,0.07615230460921843,6.415773221024601e-8
0.00001,0.0781563126252505,6.413451174303031e-8
0.00001,0.08016032064128256,6.411129097050328e-8
0.00001,0.08216432865731463,6.40880699065427e-8
0.00001,0.08416833667334668,6.406484850951522e-8
0.00001,0.08617234468937875,6.404162683493198e-8
0.00001,0.08817635270541081,6.401840481340404e-8
0.00001,0.09018036072144288,6.399518254207592e-8
0.00001,0.09218436873747494,6.39719599376809e-8
0.00001,0.09418837675350701,6.394873701409676e-8
0.00001,0.09619238476953906,6.392551381295686e-8
0.00001,0.09819639278557113,6.390229029262784e-8
0.00001,0.1002004008016032,6.387906646698749e-8
0.00001,0.10220440881763526,6.385584237766917e-8
0.00001,0.10420841683366733,6.383261794140616e-8
0.00001,0.1062124248496994,6.38093932137096e-8
0.00001,0.10821643286573146,6.378616818070171e-8
0.00001,0.11022044088176351,6.376294281462691e-8
0.00001,0.11222444889779558,6.373971718487415e-8
0.00001,0.11422845691382764,6.371649129144341e-8
0.00001,0.11623246492985971,6.369326505106798e-8
0.00001,0.11823647294589178,6.367003850538122e-8
0.00001,0.12024048096192384,6.364681165438313e-8
0.00001,0.1222444889779559,6.36235844980737e-8
0.00001,0.12424849699398796,6.360035702257516e-8
0.00001,0.12625250501002003,6.357712935278759e-8
0.00001,0.1282565130260521,6.355390128054417e-8
0.00001,0.13026052104208416,6.353067290298942e-8
0.00001,0.13226452905811623,6.350744428951227e-8
0.00001,0.1342685370741483,6.348421530133486e-8
0.00001,0.13627254509018036,6.346098603560169e-8
0.00001,0.13827655310621242,6.343775649231276e-8
0.00001,0.1402805611222445,6.341452660207914e-8
0.00001,0.14228456913827653,6.339129643428976e-8
0.00001,0.1442885771543086,6.336806600282241e-8
0.00001,0.14629258517034066,6.334483522441037e-8
0.00001,0.14829659318637273,6.332160415456478e-8
0.00001,0.1503006012024048,6.329837277940786e-8
0.00001,0.15230460921843686,6.32751411128174e-8
0.00001,0.15430861723446893,6.325190912703782e-8
0.00001,0.156312625250501,6.322867686370248e-8
0.00001,0.15831663326653306,6.320544432281139e-8
0.00001,0.16032064128256512,6.31822114349756e-8
0.00001,0.1623246492985972,6.31589782140729e-8
0.00001,0.16432865731462926,6.31357447711256e-8
0.00001,0.16633266533066132,6.311251102286697e-8
0.00001,0.16833667334669336,6.308927694154143e-8
0.00001,0.17034068136272543,6.306604255490456e-8
0.00001,0.1723446893787575,6.304280784907856e-8
0.00001,0.17434869739478956,6.301957289345239e-8
0.00001,0.17635270541082163,6.299633763251489e-8
0.00001,0.1783567134268537,6.297310205238826e-8
0.00001,0.18036072144288576,6.29498661808281e-8
0.00001,0.18236472945891782,6.29266300039566e-8
0.00001,0.1843687374749499,6.290339350789598e-8
0.00001,0.18637274549098196,6.288015676203518e-8
0.00001,0.18837675350701402,6.285691969698526e-8
0.00001,0.1903807615230461,6.283368229886843e-8
0.00001,0.19238476953907813,6.281044462319585e-8
0.00001,0.1943887775551102,6.278720669772309e-8
0.00001,0.19639278557114226,6.276396841142784e-8
0.00001,0.19839679358717432,6.274072984757684e-8
0.00001,0.2004008016032064,6.271749092290335e-8
0.00001,0.20240480961923846,6.269425181781862e-8
0.00001,0.20440881763527052,6.267101232415584e-8
0.00001,0.2064128256513026,6.264777256681509e-8
0.00001,0.20841683366733466,6.2624532504163e-8
0.00001,0.21042084168336672,6.260129216395516e-8
0.00001,0.2124248496993988,6.257805146292483e-8
0.00001,0.21442885771543085,6.255481051209433e-8
0.00001,0.21643286573146292,6.253156926983028e-8
0.00001,0.21843687374749496,6.250832769449932e-8
0.00001,0.22044088176352702,6.24850858554904e-8
0.00001,0.2224448897795591,6.246184368341456e-8
0.00001,0.22444889779559116,6.243860127541634e-8
0.00001,0.22645290581162322,6.241535849271784e-8
0.00001,0.2284569138276553,6.239211543246359e-8
0.00001,0.23046092184368736,6.23688720807758e-8
0.00001,0.23246492985971942,6.234562843765445e-8
0.00001,0.2344689378757515,6.232238450309957e-8
0.00001,0.23647294589178355,6.229914027711114e-8
0.00001,0.23847695390781562,6.227589574581138e-8
0.00001,0.24048096192384769,6.225265096471144e-8
0.00001,0.24248496993987975,6.222940579503344e-8
0.00001,0.2444889779559118,6.220616034779969e-8
0.00001,0.24649298597194386,6.218291469239912e-8
0.00001,0.24849699398797592,6.215966864842049e-8
0.00001,0.250501002004008,6.213642231300831e-8
0.00001,0.25250501002004005,6.211317571391817e-8
0.00001,0.2545090180360721,6.208992880951669e-8
0.00001,0.2565130260521042,6.206668157204831e-8
0.00001,0.25851703406813625,6.20434341402909e-8
0.00001,0.2605210420841683,6.202018629219985e-8
0.00001,0.2625250501002004,6.199693820818641e-8
0.00001,0.26452905811623245,6.197368980498386e-8
0.00001,0.2665330661322645,6.195044108259218e-8
0.00001,0.2685370741482966,6.192719215203368e-8
0.00001,0.27054108216432865,6.190394284677492e-8
0.00001,0.2725450901803607,6.188069325008261e-8
0.00001,0.2745490981963928,6.185744337583454e-8
0.00001,0.27655310621242485,6.183419323790851e-8
0.00001,0.2785571142284569,6.181094280854893e-8
0.00001,0.280561122244489,6.178769199061129e-8
0.00001,0.282565130260521,6.176444096450684e-8
0.00001,0.28456913827655306,6.174118960533548e-8
0.00001,0.2865731462925851,6.171793798248615e-8
0.00001,0.2885771543086172,6.169468601269212e-8
0.00001,0.29058116232464926,6.16714338069757e-8
0.00001,0.2925851703406813,6.16481812543146e-8
0.00001,0.2945891783567134,6.162492847960888e-8
0.00001,0.29659318637274545,6.160167534408068e-8
0.00001,0.2985971943887775,6.157842191711893e-8
