b,lmax,fitness_difference
0.00001,0.0,1.3260161302319773e-8
0.00001,0.005025125628140704,1.3193570347347361e-8
0.00001,0.010050251256281407,1.3126979669930705e-8
0.00001,0.01507537688442211,1.3060388825980596e-8
0.00001,0.020100502512562814,1.2993798093052789e-8
0.00001,0.02512562814070352,1.2927207193591528e-8
0.00001,0.03015075376884422,1.286061646066372e-8
0.00001,0.035175879396984924,1.2794025616713611e-8
0.00001,0.04020100502512563,1.2727435050319258e-8
0.00001,0.04522613065326633,1.2660844206369148e-8
0.00001,0.05025125628140704,1.2594253528952493e-8
0.00001,0.05527638190954774,1.2527662851535837e-8
0.00001,0.06030150753768844,1.2461072285141483e-8
0.00001,0.06532663316582915,1.2394481385680223e-8
0.00001,0.07035175879396985,1.232789081928587e-8
0.00001,0.07537688442211056,1.2261300086358062e-8
0.00001,0.08040201005025126,1.2194709464452558e-8
0.00001,0.08542713567839195,1.212811873152475e-8
0.00001,0.09045226130653267,1.20615282761527e-8
0.00001,0.09547738693467336,1.1994937654247195e-8
0.00001,0.10050251256281408,1.1928346865808237e-8
0.00001,0.10552763819095477,1.1861756243902732e-8
0.00001,0.11055276381909548,1.1795165677508379e-8
0.00001,0.11557788944723618,1.1728575111114026e-8
0.00001,0.12060301507537688,1.1661984600230824e-8
0.00001,0.12562814070351758,1.1595393978325319e-8
0.00001,0.1306532663316583,1.152880357846442e-8
0.00001,0.135678391959799,1.1462212679003159e-8
0.00001,0.1407035175879397,1.139562233465341e-8
0.00001,0.1457286432160804,1.1329031823770208e-8
0.00001,0.15075376884422112,1.1262441423909308e-8
0.00001,0.15577889447236182,1.1195850857514955e-8
0.00001,0.16080402010050251,1.112926023560945e-8
0.00001,0.1658291457286432,1.1062669946770853e-8
0.00001,0.1708542713567839,1.09960793803765e-8
0.00001,0.17587939698492464,1.0929488869493298e-8
0.00001,0.18090452261306533,1.08628985806547e-8
0.00001,0.18592964824120603,1.0796308014260347e-8
0.00001,0.19095477386934673,1.0729717669910599e-8
0.00001,0.19597989949748745,1.0663127048005094e-8
0.00001,0.20100502512562815,1.0596536814677648e-8
0.00001,0.20603015075376885,1.0529946359305598e-8
0.00001,0.21105527638190955,1.0463356014955849e-8
0.00001,0.21608040201005024,1.039676561509495e-8
0.00001,0.22110552763819097,1.0330175104211747e-8
0.00001,0.22613065326633167,1.0263584870884301e-8
0.00001,0.23115577889447236,1.0196994582045704e-8
0.00001,0.23618090452261306,1.0130404182184805e-8
0.00001,0.24120603015075376,1.006381400436851e-8
0.00001,0.24623115577889448,9.99722360450761e-9
0.00001,0.25125628140703515,9.93063320464671e-9
0.00001,0.2562814070351759,9.864043082341567e-9
0.00001,0.2613065326633166,9.797452737991819e-9
0.00001,0.2663316582914573,9.730862504664373e-9
0.00001,0.271356783919598,9.664272271336927e-9
0.00001,0.2763819095477387,9.597681926987178e-9
0.00001,0.2814070351758794,9.531091693659732e-9
0.00001,0.2864321608040201,9.464501460332286e-9
0.00001,0.2914572864321608,9.39791122700484e-9
0.00001,0.2964824120603015,9.331321104699697e-9
0.00001,0.30150753768844224,9.2647308158611e-9
0.00001,0.3065326633165829,9.198140471511351e-9
0.00001,0.31155778894472363,9.13155046022851e-9
0.00001,0.3165829145728643,9.064960171389913e-9
0.00001,0.32160804020100503,8.99837010459592e-9
0.00001,0.32663316582914576,8.931779982290777e-9
0.00001,0.3316582914572864,8.865189859985634e-9
