b,lmax,fitness_difference
0.00001,0.0,6.503988403405714e-8
0.00001,0.002004008016032064,6.502863898749656e-8
0.00001,0.004008016032064128,6.501739124864514e-8
0.00001,0.0060120240480961915,6.50061409146474e-8
0.00001,0.008016032064128256,6.499488797162556e-8
0.00001,0.01002004008016032,6.498363240570182e-8
0.00001,0.012024048096192383,6.497237421687618e-8
0.00001,0.014028056112224447,6.496111336351529e-8
0.00001,0.01603206412825651,6.494984997051922e-8
0.00001,0.018036072144288574,6.49385839129879e-8
0.00001,0.02004008016032064,6.492731520479911e-8
0.00001,0.022044088176352703,6.491604385983063e-8
0.00001,0.024048096192384766,6.490476998910477e-8
0.00001,0.026052104208416832,6.489349338445471e-8
0.00001,0.028056112224448895,6.488221414302497e-8
0.00001,0.03006012024048096,6.487093237583785e-8
0.00001,0.03206412825651302,6.485964794411547e-8
0.00001,0.03406813627254509,6.484836083398005e-8
0.00001,0.03607214428857715,6.483707111482051e-8
0.00001,0.038076152304609215,6.482577878663687e-8
0.00001,0.04008016032064128,6.481448383555133e-8
0.00001,0.04208416833667334,6.480318628931947e-8
0.00001,0.044088176352705406,6.479188603691899e-8
0.00001,0.04609218436873747,6.478058318937219e-8
0.00001,0.04809619238476953,6.476927771892349e-8
0.00001,0.0501002004008016,6.475796961169511e-8
0.00001,0.052104208416833664,6.474665885380926e-8
0.00001,0.05410821643286573,6.47353454868993e-8
0.00001,0.05611222444889779,6.472402946933187e-8
0.00001,0.058116232464929855,6.471271088437369e-8
0.00001,0.06012024048096192,6.470138962100247e-8
0.00001,0.06212424849699398,6.469006569309599e-8
0.00001,0.06412825651302605,6.467873923943213e-8
0.00001,0.06613226452905811,6.466741006572185e-8
0.00001,0.06813627254509018,6.465607824135411e-8
0.00001,0.07014028056112225,6.464474383571783e-8
0.00001,0.0721442885771543,6.46334067655463e-8
0.00001,0.07414829659318636,6.462206707247287e-8
0.00001,0.07615230460921843,6.461072470098639e-8
0.00001,0.0781563126252505,6.459937974823138e-8
0.00001,0.08016032064128256,6.45880321448189e-8
0.00001,0.08216432865731463,6.457668191850452e-8
0.00001,0.08416833667334668,6.456532905541046e-8
