b,lmax,fitness_difference
0.00001,0.0,6.503988403405714e-8
0.00001,0.002004008016032064,6.501197112596113e-8
0.00001,0.004008016032064128,6.498405435984012e-8
0.00001,0.0060120240480961915,6.495613381896082e-8
0.00001,0.008016032064128256,6.492820944781208e-8
0.00001,0.01002004008016032,6.49002812602717e-8
0.00001,0.012024048096192383,6.487234922858409e-8
0.00001,0.014028056112224447,6.484441339438263e-8
0.00001,0.01603206412825651,6.481647374378952e-8
0.00001,0.018036072144288574,6.478853029068254e-8
0.00001,0.02004008016032064,6.476058296567277e-8
0.00001,0.022044088176352703,6.473263182427136e-8
0.00001,0.024048096192384766,6.470467692198945e-8
0.00001,0.026052104208416832,6.467671817556031e-8
0.00001,0.028056112224448895,6.464875557110616e-8
0.00001,0.03006012024048096,6.462078919189373e-8
0.00001,0.03206412825651302,6.459281901016745e-8
0.00001,0.03406813627254509,6.456484501204951e-8
0.00001,0.03607214428857715,6.45368671142732e-8
0.00001,0.038076152304609215,6.450888548337197e-8
0.00001,0.04008016032064128,6.448089998056794e-8
0.00001,0.04208416833667334,6.445291070300563e-8
0.00001,0.044088176352705406,6.442491755354052e-8
0.00001,0.04609218436873747,6.439692062931712e-8
0.00001,0.04809619238476953,6.436891988870208e-8
0.00001,0.0501002004008016,6.434091529006203e-8
0.00001,0.052104208416833664,6.431290687503033e-8
0.00001,0.05410821643286573,6.428489467136256e-8
0.00001,0.05611222444889779,6.425687863742535e-8
0.00001,0.058116232464929855,6.422885877321871e-8
0.00001,0.06012024048096192,6.420083514813157e-8
0.00001,0.06212424849699398,6.417280760950828e-8
0.00001,0.06412825651302605,6.414477632388227e-8
0.00001,0.06613226452905811,6.411674118023125e-8
0.00001,0.06813627254509018,6.408870223406637e-8
0.00001,0.07014028056112225,6.406065947150985e-8
0.00001,0.0721442885771543,6.403261290643947e-8
0.00001,0.07414829659318636,6.400456248334407e-8
0.00001,0.07615230460921843,6.397650825773482e-8
0.00001,0.0781563126252505,6.394845020185613e-8
0.00001,0.08016032064128256,6.392038834346359e-8
0.00001,0.08216432865731463,6.389232272419054e-8
0.00001,0.08416833667334668,6.386425320525912e-8
0.00001,0.08617234468937875,6.383617989769164e-8
0.00001,0.08817635270541081,6.380810274597692e-8
0.00001,0.09018036072144288,6.378002177787057e-8
0.00001,0.09218436873747494,6.375193703500592e-8
0.00001,0.09418837675350701,6.372384844799406e-8
0.00001,0.09619238476953906,6.369575603071276e-8
0.00001,0.09819639278557113,6.366765978316202e-8
0.00001,0.1002004008016032,6.363955977473079e-8
0.00001,0.10220440881763526,6.361145590827455e-8
0.00001,0.10420841683366733,6.358334821154887e-8
0.00001,0.1062124248496994,6.355523671230934e-8
0.00001,0.10821643286573146,6.352712139667815e-8
0.00001,0.11022044088176351,6.349900227853311e-8
0.00001,0.11222444889779558,6.347087930236306e-8
0.00001,0.11422845691382764,6.344275252367915e-8
0.00001,0.11623246492985971,6.341462190084801e-8
0.00001,0.11823647294589178,6.338648751713638e-8
0.00001,0.12024048096192384,6.335834927539974e-8
0.00001,0.1222444889779559,6.33302072727826e-8
0.00001,0.12424849699398796,6.330206138438488e-8
0.00001,0.12625250501002003,6.327391172122887e-8
0.00001,0.1282565130260521,6.324575821392564e-8
0.00001,0.13026052104208416,6.321760089023076e-8
0.00001,0.13226452905811623,6.318943976402203e-8
0.00001,0.1342685370741483,6.316127480754385e-8
0.00001,0.13627254509018036,6.313310600691846e-8
0.00001,0.13827655310621242,6.3104933417657e-8
0.00001,0.1402805611222445,6.307675705363724e-8
0.00001,0.14228456913827653,6.304857678995912e-8
0.00001,0.1442885771543086,6.302039275152271e-8
0.00001,0.14629258517034066,6.299220489669466e-8
0.00001,0.14829659318637273,6.296401321159717e-8
0.00001,0.1503006012024048,6.293581769623025e-8
0.00001,0.15230460921843686,6.29076183367161e-8
0.00001,0.15430861723446893,6.287941521632145e-8
0.00001,0.156312625250501,6.285120827953516e-8
0.00001,0.15831663326653306,6.282299749860165e-8
0.00001,0.16032064128256512,6.279478292903207e-8
0.00001,0.1623246492985972,6.276656450143747e-8
0.00001,0.16432865731462926,6.273834227132902e-8
0.00001,0.16633266533066132,6.271011621095113e-8
0.00001,0.16833667334669336,6.268188633418159e-8
0.00001,0.17034068136272543,6.265365269653156e-8
0.00001,0.1723446893787575,6.262541520085652e-8
0.00001,0.17434869739478956,6.259717387491204e-8
0.00001,0.17635270541082163,6.25689287464537e-8
0.00001,0.1783567134268537,6.254067978772593e-8
0.00001,0.18036072144288576,6.251242701260651e-8
0.00001,0.18236472945891782,6.248417042109544e-8
0.00001,0.1843687374749499,6.245590999931494e-8
0.00001,0.18637274549098196,6.242764580277615e-8
0.00001,0.18837675350701402,6.239937774821236e-8
0.00001,0.1903807615230461,6.237110587725692e-8
0.00001,0.19238476953907813,6.234283020378761e-8
0.00001,0.1943887775551102,6.231455071392666e-8
0.00001,0.19639278557114226,6.228626739379628e-8
0.00001,0.19839679358717432,6.225798028502982e-8
0.00001,0.2004008016032064,6.222968933211614e-8
0.00001,0.20240480961923846,6.220139453505524e-8
0.00001,0.20440881763527052,6.217309596323606e-8
0.00001,0.2064128256513026,6.214479357502523e-8
0.00001,0.20841683366733466,6.211648734266717e-8
0.00001,0.21042084168336672,6.208817728003968e-8
0.00001,0.2124248496993988,6.20598634565317e-8
0.00001,0.21442885771543085,6.203154576112091e-8
0.00001,0.21643286573146292,6.200322423544069e-8
0.00001,0.21843687374749496,6.197489894887998e-8
0.00001,0.22044088176352702,6.194656983204982e-8
0.00001,0.2224448897795591,6.191823688495024e-8
0.00001,0.22444889779559116,6.188990016309237e-8
0.00001,0.22645290581162322,6.186155954157613e-8
0.00001,0.2284569138276553,6.183321515917939e-8
0.00001,0.23046092184368736,6.1804866960391e-8
0.00001,0.23246492985971942,6.177651494521097e-8
0.00001,0.2344689378757515,6.174815905812814e-8
0.00001,0.23647294589178355,6.17197994240426e-8
0.00001,0.23847695390781562,6.169143594580984e-8
0.00001,0.24048096192384769,6.166306860955206e-8
0.00001,0.24248496993987975,6.16346975124138e-8
0.00001,0.2444889779559118,6.160632255725051e-8
