year,a,b,c,Lmax,k_learning,n,Gmax,growth_speed
1948,0.008673039717281478,0.028813870777812396,0.035760193208719974,0.016551838770110194,35.59293294223595,0.15293088394181503,0.08143672533233909,0.1159868228831417
1949,0.0055083844948042625,0.03368942856604385,0.03643179821398455,0.01225790777236643,35.07825735380802,0.185218190562664,0.0773754763097341,0.10445905184912206
1950,0.004883723865232426,0.03566140448702529,0.03439660136406638,0.012268964482894253,35.19017424408726,0.17886540249852018,0.07210110934841461,0.11320990615885432
1951,0.002914503074606958,0.043345934638347676,0.03541898933086583,0.012709171047591672,37.16865874011791,0.15701991612394545,0.07081034705114347,0.09359647031288457
1952,0.0024092362130790365,0.0451586806663721,0.03437602737940482,0.011555702255442972,37.23503574000473,0.15474233535709003,0.06845995372687497,0.08446336669826299
1953,0.0025612807038016597,0.044707206490754554,0.029873656971669608,0.014714294164016374,38.5384381598692,0.12236198444474265,0.060295418776716424,0.08049385658761968
1954,0.001589618205245312,0.05066239846885425,0.030687462059261088,0.009666719768548491,37.0496768856166,0.16286967134371458,0.06053727617599941,0.07372367156662002
1955,0.0011493580880070245,0.05542753665943094,0.030650812960161995,0.010121524622630855,38.91162551066781,0.14168123244858746,0.06003505840622246,0.0586153902367379
1956,0.00304344646973137,0.04517434402108833,0.0273261005586896,0.025302902323612875,41.926513190798325,0.09570679083029332,0.05656453747352083,0.07173945319735031
1957,0.0010611041613565325,0.05612765535325323,0.02934180272766156,0.009737684149035114,38.19547562903456,0.12562660599614617,0.057787621768548875,0.04735927405025951
1958,0.00412646381354622,0.04322605756378803,0.026220241560498864,0.041708563404901165,46.24820528817242,0.07730024558987378,0.05547104825182549,0.06528878101639712
1959,0.014009501777118238,0.032011976241644646,0.01968018892086021,0.09340243695354467,48.00884968088184,0.062027968391767274,0.05450415153903687,0.10609064438368598
1960,0.0008164984117615446,0.059375406674326794,0.027188171227646586,0.007975046593768135,38.11700485810049,0.14555831765334332,0.05290252408906299,0.05572341992455946
1961,0.005162738220116647,0.04088663795516989,0.022911315005577415,0.04583483698273216,45.40141352977979,0.07533689473253302,0.04988710531856899,0.08394555759785072
1962,0.012185791290357795,0.034801560320545155,0.021258617374393718,0.12021785237687066,53.80334151321735,0.055915002724598484,0.05262125252382649,0.07436463690922102
1963,0.0026714092473013873,0.04686141321804016,0.024048924250829135,0.02407680608393392,41.850910315021835,0.09350264138281816,0.049258988161736905,0.07630609750480832
1964,0.004014806563878447,0.03994138836574748,0.02183102562775813,0.021797754132124782,37.75997557196905,0.09740756587403405,0.04773786176379516,0.08156534826181626
1965,0.0013912087103783014,0.05113837211050598,0.022415263522732657,0.008813922076752587,34.971256161125744,0.1373158057310757,0.04480981216372618,0.0641944977085741
1966,0.004039819283544487,0.03876661823223687,0.020045767290698936,0.018403553094966524,36.18420916420518,0.10514484865415552,0.04439135544265519,0.09109838516065595
1967,0.0021769482646435056,0.04477786254276405,0.01949503158261122,0.011397766689347529,35.403956406139,0.12260625861393645,0.040356755668452995,0.08123734226034757
1968,0.0019718045737507337,0.04634928776382896,0.019766033596955605,0.01066964007968633,35.245026847784054,0.1271045149853411,0.04028819809480791,0.08584134574943059
1969,0.003796712311908867,0.039116880576534827,0.01780211701797111,0.01648279664265238,35.570445137320306,0.11213623294220096,0.03958999812883646,0.10666625091776323
1970,0.0008602609420746551,0.05674162434125224,0.019029148121647084,0.0055553685228356365,34.32568333655134,0.17469882675672027,0.036996351889733624,0.07691506825711789
1971,0.0010746858834734811,0.05265978821737952,0.019169525403124273,0.005684623211421436,32.4233583025048,0.18106633638495667,0.03826547491659972,0.06453074685974015
1972,0.0009622029210839471,0.05429467713178106,0.01733822807386305,0.004958390140876621,33.26478021669478,0.18712858500012697,0.03379579688037763,0.09068147280302638
1973,0.000791751445391155,0.05687765847080303,0.017945648593186446,0.004295309487044505,32.468196545174784,0.20375449290341974,0.034867609885168925,0.077696744670497
1974,0.0019015713080401747,0.04566193074485433,0.01709410602210579,0.008424595032538472,33.57557875944917,0.14178316744569977,0.035175337717810486,0.0962057120590628
1975,0.0009029405644741097,0.05425050910474341,0.016236557214964288,0.004364841079100727,31.901279729566745,0.20528267093278005,0.03195029295231603,0.0801234487356456
