year,a,b,c,Lmax,k_learning,n,Gmax,growth_speed
1959,0.003181602588384302,0.03723146220488976,0.028022201668200155,0.009820817469458846,37.742790008003674,0.16318578516208895,0.05766093335038094,0.09001610045279024
1960,0.003011810525972413,0.03778986400109041,0.02432659697884835,0.009920799573782113,38.22834362387719,0.16467528723976654,0.05027902430873184,0.09993249701941423
1961,0.002134913595651029,0.04017673981190633,0.022577806679958363,0.006174217399985699,37.03576558060445,0.21432975260137843,0.04555895807011402,0.09056477897733922
1962,0.003722843852050218,0.03491252602066429,0.0208804979705293,0.009255688712525125,37.85374478885604,0.17952974220102252,0.04347955220436924,0.15581767187339457
1963,0.006229534705729398,0.030777611235029326,0.01933306880580681,0.01812766432372174,38.87257006267294,0.11225685261651178,0.04633883142582327,0.12472543612093863
1964,0.0028838914843658963,0.038714442464828046,0.019344309497972223,0.012615972680044486,41.61640954748928,0.13207105114784679,0.04023861447360277,0.12044917766413558
1965,0.003256525831274844,0.039179831157449475,0.015317754307075208,0.016148263696008577,42.15584642455906,0.12625779456524794,0.03270451195515792,0.16391153795034902
1966,0.0026363643059956815,0.04214823893481577,0.015024304862966421,0.015453450633973327,42.516924737488424,0.13300236511019634,0.03099988318940793,0.1607758776053888
1967,0.0018106362477035738,0.043224815229538735,0.015635946070325025,0.006608769394636761,39.84658208687027,0.2151193018860343,0.03046169158635434,0.15344225025939842
1968,0.0024759528548914185,0.04166856239277077,0.016831204737574205,0.01187776055048934,41.75573343934237,0.14790266026836668,0.03465224209821704,0.1326532625717457
1969,0.0015618338134399936,0.0487893116230753,0.01666088195162845,0.011873274356524953,44.13630328275755,0.16421446289320932,0.03295198588781914,0.11395863960468385
1970,0.0021798307519709324,0.04225561510660406,0.015888012170840526,0.008844719058973806,40.67258343522762,0.18020150264472148,0.03204814778826715,0.14308626294191973
1971,0.002164285832175404,0.04507920855147765,0.013489499889041398,0.015356215428550887,44.46910811163403,0.1356515013520377,0.027708443652794824,0.14895254743193143
1972,0.00206826133206862,0.043022855527132225,0.013209943295041026,0.008994536920485338,41.94415341450813,0.16057919936328274,0.0270355312195978,0.14796313129518682
1973,0.002731785604100746,0.03798116787334834,0.012358056586774411,0.006336165515460309,38.11395415766601,0.20255120318222394,0.026000874355381252,0.19679557411622167
1974,0.002897143735810211,0.041750453861451306,0.015034387452421579,0.01844533925741261,45.93668773172794,0.11065133104882827,0.03166594836661983,0.15471759957312797
1975,0.0020773760284552713,0.0456182696992646,0.017489379388009728,0.014722005546145563,45.9449322272604,0.12407852017787206,0.035278837722029006,0.11598506390530802
1976,0.0028158394106367283,0.03827986147698075,0.016559132060364808,0.00687778905088345,39.24706607794276,0.18924449301707547,0.034467045234262576,0.15300649843218136
1977,0.001473780172788778,0.050492992908791,0.01652070087442678,0.014289357689650157,47.98173870390242,0.11756217971415127,0.032911950444539075,0.09453032651050657
1978,0.0027495161720616835,0.03870819603478421,0.015397017465697134,0.006938872158933867,37.94147309729331,0.1488907569287464,0.032629272735819684,0.13408588484698683
1979,0.004835779675733426,0.036935204402950506,0.014115459471478242,0.028020825976992736,47.70935744398769,0.08393381306794767,0.03250701953644147,0.17113304374370042
1980,0.008444601156440773,0.03866361724560036,0.010653010108205657,0.15809836235131036,67.92033880130533,0.05590396697551586,0.02746068897142373,0.18445130041972757
1981,0.0023012680119247056,0.0400243006308428,0.013505664137446407,0.0039982320298241475,37.38229083513885,0.20944725496587904,0.027785868433466983,0.1600668848074475
1982,0.0020157056419809506,0.044696321723094345,0.012328853995960821,0.0107262105034506,45.95701415698056,0.12735904848315893,0.024387922542485053,0.19371511884156242
