year,a,b,c,Lmax,k_learning,n,Gmax,growth_speed
1948,0.005829405728166301,0.03177989658580437,0.025325129105012487,0.017743328838792264,38.15072437635795,0.09769850214852614,0.05709192759601943,0.09851470049066882
1949,0.005712758712068628,0.03257221094726658,0.02546310339906862,0.02096799595616655,39.662490328725156,0.08765772210053457,0.057069191876420934,0.08906164484548008
1950,0.0049986115715713675,0.03365365269495817,0.023735064628807114,0.018768145834780176,39.33855684062793,0.09111589328178178,0.05263881340958721,0.09157978173449499
1951,0.004447255371821399,0.033727877737578224,0.023725934135101323,0.013763814295591398,37.34229311503411,0.10579930528207647,0.05172110697489828,0.10041674126938306
1952,0.006789156463954875,0.02992248642479948,0.021803117685043935,0.02094917740557243,38.464733950048,0.08738170089464556,0.05167679683807787,0.10433004225333929
1953,0.006901687943022633,0.029465619056997912,0.020445691722752523,0.020989231385936745,37.9644437687994,0.08499684233370765,0.04939829759401088,0.10050982411928516
1954,0.004131067654495335,0.03381502437305384,0.02160909479611653,0.014490656216220699,37.696779707300465,0.0930142933417859,0.04735888362272264,0.08623109472974477
1955,0.0038125708152750293,0.03461027479733603,0.02120256387544571,0.013777973666046162,37.88367488482935,0.09667439262569788,0.046114160332135404,0.08797624368257306
1956,0.004076452365483624,0.03419228554028597,0.020507239631220253,0.015327689512612763,38.42807874803334,0.0925099777034204,0.04514493250470267,0.08932096677883528
1957,0.006219636025433184,0.031671088462796426,0.01922549235863308,0.026893178739539003,41.618544008486836,0.07558936390929993,0.045486484800867866,0.09253193670539517
1958,0.004309990566526423,0.03408668402012138,0.02066347372241298,0.01755069836344969,39.58886779997544,0.08761673523678448,0.04565061430364026,0.08996139490288202
1959,0.003921391576661326,0.035787796260189686,0.020406538820823883,0.019658944043956184,41.49039591918077,0.08312178389003999,0.044433564045720186,0.08364478357162919
1960,0.00437314362237004,0.035434275617229005,0.019702196752316326,0.024087175186016663,43.21038925038614,0.07711410037741118,0.043443494013789385,0.08676616205007892
1961,0.0035667020441658426,0.03668737377088349,0.01942785344290228,0.019271709541220372,42.25944684369098,0.08153602272675298,0.04193030789687022,0.08339373740875838
1962,0.003013507194883247,0.037450761023455126,0.019482524515402833,0.01399071719452799,39.932994787916115,0.0923227626873998,0.04140316883015885,0.08535055438984024
1963,0.0038774938571160267,0.035106080798491535,0.018746536880970534,0.01715970601501593,40.27995506794578,0.0860140090224466,0.04126593370126813,0.09009894817288377
1964,0.003981364029038703,0.03471643295321014,0.018612251887552347,0.01786848294933696,40.75068646767792,0.08326523067190106,0.04122015935681356,0.08670198487609948
1965,0.0034305803367772614,0.03578224946762787,0.01831682151168626,0.015029174406491874,39.98362225881754,0.0876533180962965,0.03983781547132201,0.08727752883465834
1966,0.002887653355174352,0.03573489866953747,0.01799014211579832,0.009238287952830427,36.273135624396,0.1077887741422468,0.03859829483814039,0.0903757650843792
1967,0.0019791673713831144,0.038409813239147175,0.017832035074397658,0.005370931335856541,33.8676896886303,0.1341545617908708,0.03698752219738053,0.08185400026683978
1968,0.0019831617147037725,0.03846364688118003,0.017531132771553434,0.005085450933605135,33.24990531174128,0.14116948773587076,0.036363914310745586,0.084995458062717
1969,0.0021973181863300874,0.036596510446396356,0.01674748652705801,0.005052860574618934,32.871327890087066,0.1417435349285997,0.035249770524344345,0.08856118047179397
1970,0.0016645650006608692,0.03941002096887891,0.016897023244760362,0.0036464486038971238,31.957060897945993,0.17227725740833197,0.03469124887509434,0.08283337932212792
1971,0.0014990986665571007,0.04036761751197496,0.015139225755320188,0.00332838369683737,31.739766039291425,0.1792845732931109,0.030933146340497417,0.08744338156451587
1972,0.001446139553235476,0.04090923144366564,0.014257742707707964,0.0034751468074099407,31.99121366570173,0.1716005738908701,0.029173070447531736,0.08783509132895351
1973,0.0014788965097790314,0.04040833301569029,0.013786114049390494,0.003418205922022825,31.613019435626132,0.17528604185337981,0.028313138072153424,0.09090328956742683
1974,0.0014891986186275966,0.040081907141609224,0.01343746189285797,0.003577189995488947,31.84441438321019,0.17021964462645056,0.027765157215091308,0.0895928337937847
1975,0.0013466143074882164,0.0408768786430698,0.012829223284434633,0.003236948096094559,31.768178633717707,0.1836150944263903,0.02631571461693776,0.09222461385791925
1976,0.0013003433716677873,0.04140086963324885,0.01233306904283687,0.0033376149960727755,31.906339455342625,0.18169784044377002,0.02530636442742337,0.09287906031020385
1977,0.0015969353454692908,0.038749771404328365,0.01100516721797096,0.00394960796972998,31.93384170452309,0.16616377222073966,0.023284985395083103,0.10268656162759192
1978,0.0012798471210953015,0.04112180573892131,0.01095583268467288,0.003223913782591601,31.663085415534546,0.1918033252203839,0.02260059300755718,0.10024617430385314
1979,0.00145377538072304,0.0395876318675367,0.010287167662545072,0.003821813435995806,32.42575553916632,0.1713183201482332,0.021609665142863443,0.10802030100476746
1980,0.0012566436080143923,0.04182274350940311,0.010152148748922389,0.0037845376128131185,32.706103773464214,0.1712173518547281,0.021076566283480314,0.10082239402352737
1981,0.0012649792997041014,0.04194275170568375,0.009449964151329626,0.004044687293685449,33.301454100654716,0.16520798670044304,0.019694407346198366,0.10938639313236835
1982,0.0012114291869143004,0.042789782799050886,0.009125863017485818,0.004424137349938915,34.02500360873687,0.1531002260716378,0.01896520814629303,0.10936543317536553
1983,0.001106290059233015,0.04418985633154528,0.0088584469216211,0.004379873070250601,34.1919518294334,0.15528133875035588,0.018327124382293256,0.10699670612513754
1984,0.001597058048957851,0.04053674307746696,0.008292389873616987,0.006646300875598155,35.57774346391133,0.12347518714343689,0.018139904802160194,0.1101825685752515
