year,a,b,c
1948,9.229901453553324e-07,0.14268885499645678,0.001168828309640877
1949,1.0512961642585586e-06,0.14098209134603168,0.0011396013200882977
1950,1.1739411618618793e-06,0.13818974807533987,0.0010482376933938907
1951,1.2927228674641158e-06,0.1364705325434641,0.0009919183733491039
1952,6.155135714150999e-05,0.06925423251296377,0.0008614689152984539
