year,a,b,c
1948,3.6423142928064e-06,0.1221882808220841,0.0010791975487561623
1949,3.2375650289866146e-06,0.12401356901884264,0.0010471879213759024
1950,4.244011191801987e-06,0.11923742605950405,0.0010174387592524297
1951,4.301220522112047e-06,0.11953252120936231,0.0009673014480429031
1952,5.905988138573823e-06,0.11397000318104519,0.0009048566874347419
