year,France,United_Kingdom,Japan,Italy,The_United_States_of_America,Netherlands,Canada,Spain
1948,1.140548722490736,0.8358268064393497,2.320057012345895,1.5247132684755813,1.3070864876745851,1.1786602267807171,1.1408933237895669,1.5806917830476213
1949,1.1230660047442915,0.8119788562766375,2.2557740733229865,1.429682933508365,1.422585075297252,1.0264576749689764,1.2853499985914192,1.5763170493173835
1950,1.354918692363349,0.8713103648966092,1.973716297495172,1.4568504040923254,1.578870926526506,1.211563547808132,1.3372365286284769,1.3164529246739036
1951,1.4535792085361636,0.9962268515443373,1.8761051568011013,1.2298949363482732,1.6824127179176944,1.1628060708837937,1.5408405747519824,1.095582794277505
1952,1.45441876457341,1.0475939623691155,1.8051279467224215,1.1743122600648128,1.6693642645449713,1.3623164951540025,1.638096572865895,1.1051818762497707
