year,a,b,c,Lmax,k_learning,n,Gmax,growth_speed
1948,0.010812136366675591,0.02827227731821403,0.04216579659112284,0.024772180292547227,36.26515146951645,0.11360956043048306,0.09700866373507094,0.1061849091798498
1949,0.011039772113832861,0.02837621330893573,0.040369599244939984,0.026529680301108624,36.269190348657744,0.11131185391079136,0.09451062640524743,0.10220819293745217
1950,0.008094550891644509,0.03183786188980414,0.040696319423421355,0.02423950074532966,36.36712970727316,0.11084688262555985,0.0901307505511322,0.09026494167981075
1951,0.00472128459171137,0.03686138636209891,0.03976976875538041,0.015321556056925863,35.598121602336406,0.1411368152287121,0.08262418437212786,0.08583434073976143
1952,0.004991377755019238,0.03626268397956147,0.04147381528683398,0.015611676781978261,35.468399288459274,0.1430056422699462,0.08647767549263534,0.08437535186278228
1953,0.004909572632843269,0.03566060549884728,0.03934213477485869,0.014014355579797274,34.55197917381067,0.14814289537308217,0.08247427397884384,0.08350739368229523
1954,0.003518431633314233,0.04015129357209894,0.03717600940456214,0.013577900007924132,35.647454975614785,0.14863741159814592,0.0761094360303608,0.07779310969215125
1955,0.004983946699469141,0.036159134427726905,0.03494060953069607,0.016477973506365946,35.40435513957531,0.13737061588315824,0.07457322144666209,0.08549824559075318
1956,0.004142048089931984,0.038765724937573916,0.03576398053957281,0.016106966905774095,36.19429996384868,0.13863898852887183,0.07477086983653988,0.07983526524529147
1957,0.004369029902303328,0.03777681974991402,0.034259355895639984,0.0144231436375903,35.189014054520754,0.15231071787919281,0.07195002731672145,0.09089921753419886
1958,0.003148327667818501,0.0413602654822013,0.032982875197296424,0.012358571187546482,35.061184986013444,0.15264460136960822,0.06782553933238782,0.07631535848783956
1959,0.0026060512391404057,0.04322910676787972,0.03100072098144951,0.01068938519249001,34.552080613123834,0.16549905666358153,0.06327444621307363,0.07025347562093683
1960,0.0038144810126605777,0.03884895603250152,0.02843565372377567,0.013530369081588549,34.67391259247637,0.1457050912337117,0.06018021867391683,0.08682109164793571
1961,0.0029838951591549348,0.04137668290591179,0.028323646082317223,0.010890259886006195,34.3867470435636,0.16670785496090626,0.058418805962347525,0.08638867309163976
1962,0.002678651877120863,0.04290137006076351,0.028508868409292974,0.010924567301549656,34.99564754792543,0.16443274434379504,0.05843880105042298,0.07975183118354025
1963,0.002763411481638432,0.04238473081224901,0.02722106769513755,0.010614461574878244,34.56914365872759,0.17125921987044657,0.055926244197690274,0.08643378680882263
1964,0.002245110606323734,0.04451082428711348,0.025935861361017564,0.008574413521325094,33.977143822161885,0.1938866435139264,0.05256310691267231,0.08468641712339783
1965,0.0020719117339059795,0.045916006542168916,0.023481809578807765,0.008937058629558374,34.36615167123569,0.18669236631794736,0.04757118768341361,0.08561638088517275
1966,0.003067934835079363,0.04101026705293516,0.022217725799305164,0.01106606632575213,34.15661248601801,0.1694248317785894,0.04698826105985127,0.096739755006907
